,loss,accuracy,val_loss,val_accuracy
0,5.9006452560424805,0.3583333194255829,3.875385284423828,0.40294116735458374
1,2.9579765796661377,0.41397058963775635,2.2290875911712646,0.4588235318660736
2,1.9339033365249634,0.46715685725212097,1.6923481225967407,0.47843137383461
3,1.548719882965088,0.539950966835022,1.4819155931472778,0.5333333611488342
4,1.3142662048339844,0.5852941274642944,1.5072611570358276,0.48137253522872925
5,1.140091061592102,0.6499999761581421,1.271583080291748,0.5676470398902893
6,1.127385139465332,0.6321078538894653,1.2455753087997437,0.5264706015586853
7,1.0187280178070068,0.7061274647712708,1.3816801309585571,0.5666666626930237
8,0.8719246983528137,0.7647058963775635,1.2402937412261963,0.5941176414489746
9,0.6783786416053772,0.8539215922355652,1.2580221891403198,0.6499999761581421
10,0.744365930557251,0.8203431367874146,1.281846046447754,0.6186274290084839
11,0.6816675662994385,0.8664215803146362,1.299614667892456,0.6558823585510254
12,0.4884839653968811,0.9519608020782471,1.5225231647491455,0.6372548937797546
13,0.44071272015571594,0.9598039388656616,1.512692928314209,0.6627451181411743
14,0.4672441780567169,0.9458333253860474,1.7688959836959839,0.5882353186607361
15,0.3996383845806122,0.9754902124404907,1.5540026426315308,0.6450980305671692
16,0.3421685993671417,0.9860293865203857,1.7582480907440186,0.6186274290084839
17,0.4368354082107544,0.9421568512916565,1.5463275909423828,0.6196078658103943
18,0.40536248683929443,0.9644607901573181,1.5348418951034546,0.6627451181411743
19,0.3578628599643707,0.9818627238273621,1.6625066995620728,0.6372548937797546
20,0.3141704499721527,0.9894607663154602,1.5943058729171753,0.6607843041419983
21,0.29335153102874756,0.9909313917160034,1.5509897470474243,0.6549019813537598
22,0.2595050632953644,0.9963235259056091,1.7444852590560913,0.6333333253860474
23,0.26419883966445923,0.9884803891181946,1.6139483451843262,0.6431372761726379
