,loss,accuracy,val_loss,val_accuracy
0,8.180935859680176,0.3480392098426819,6.893574237823486,0.34117648005485535
1,6.044310569763184,0.406862735748291,5.119733810424805,0.45686274766921997
2,4.470369815826416,0.4845588207244873,3.848708391189575,0.4676470458507538
3,3.415895462036133,0.5237745046615601,3.0397911071777344,0.5264706015586853
4,2.7209510803222656,0.5928921699523926,2.5331010818481445,0.5558823347091675
5,2.2583680152893066,0.645588219165802,2.2168586254119873,0.5813725590705872
6,1.9093014001846313,0.7004901766777039,2.0134971141815186,0.5715686082839966
7,1.657597541809082,0.7524510025978088,1.8009926080703735,0.6147058606147766
8,1.4373152256011963,0.8056372404098511,1.6676186323165894,0.6480392217636108
9,1.2587940692901611,0.8424019813537598,1.6144075393676758,0.6578431129455566
10,1.1165274381637573,0.8818627595901489,1.556028127670288,0.6558823585510254
11,1.0260009765625,0.9009804129600525,1.6090867519378662,0.615686297416687
12,0.9436047673225403,0.9142156839370728,1.4650390148162842,0.6754902005195618
13,0.8482245802879333,0.9409313797950745,1.4242606163024902,0.6813725233078003
14,0.7815966010093689,0.9519608020782471,1.3950543403625488,0.6803921461105347
15,0.724210262298584,0.960049033164978,1.4420415163040161,0.6470588445663452
16,0.6739839315414429,0.9659313559532166,1.3439834117889404,0.6911764740943909
17,0.6509634256362915,0.9571078419685364,1.3014395236968994,0.6784313917160034
18,0.627609133720398,0.9541666507720947,1.330435872077942,0.679411768913269
19,0.5894026160240173,0.9627450704574585,1.3262327909469604,0.6735293865203857
20,0.571986734867096,0.9629902243614197,1.3008941411972046,0.6872549057006836
21,0.5315735936164856,0.9767156839370728,1.2935627698898315,0.6696078181266785
22,0.4964061379432678,0.9796568751335144,1.2550675868988037,0.6980392336845398
23,0.46180710196495056,0.9852941036224365,1.2102749347686768,0.704901933670044
24,0.44530147314071655,0.9821078181266785,1.3612303733825684,0.6401960849761963
25,0.4540732204914093,0.9735293984413147,1.2425739765167236,0.6617646813392639
26,0.4348474442958832,0.9803921580314636,1.2916544675827026,0.6480392217636108
27,0.42127326130867004,0.9776960611343384,1.1908177137374878,0.6833333373069763
28,0.3913276493549347,0.9867647290229797,1.1904042959213257,0.686274528503418
29,0.3732776939868927,0.989950954914093,1.1742788553237915,0.6990196108818054
